iter	MAPE	RMSE
891	0.03624774118	0.0721138343
892	0.03619107316	0.07190083662
893	0.03606599849	0.07168196807
894	0.03593027284	0.07143567807
895	0.03588559204	0.07134465836
896	0.03582287734	0.07121087864
897	0.03569854864	0.07101401601
898	0.03563155779	0.07089410266
899	0.03555948078	0.0707695709
900	0.03547934182	0.07062307253
901	0.03537676259	0.0704163143
902	0.03531217117	0.07027155824
903	0.03518353596	0.06992690761
904	0.03508343381	0.06973356898
905	0.03492936903	0.0694789671
906	0.03477564472	0.0691743587
907	0.03476654317	0.06907587436
908	0.03470374879	0.06899303999
909	0.03460714112	0.06874080341
910	0.03453446864	0.06858054767
911	0.03445692212	0.06847606469
912	0.03432649766	0.068305216
913	0.03427788933	0.06819181048
914	0.03424651317	0.06811027839
915	0.0341704049	0.06798404343
916	0.03407782047	0.06777560211
917	0.03402269764	0.06761623455
918	0.03390143563	0.06738830451
919	0.03381747575	0.06724403541
920	0.03374906282	0.06709567581
921	0.03367438217	0.06680363936
922	0.03364059801	0.06674832373
923	0.03353757241	0.06658621956
924	0.0334855393	0.06650328723
925	0.03341538687	0.06633543273
926	0.03331352607	0.06613437098
927	0.03324508934	0.06605997854
928	0.03316576875	0.06593918149
929	0.03309937021	0.06581630919
930	0.03300709934	0.06566474832
931	0.03286813188	0.06538391597
932	0.03276848698	0.06522875037
933	0.03265411851	0.06509772014
934	0.03257230735	0.06498734986
935	0.03247355374	0.06482913829
936	0.03230771319	0.06458891893
937	0.032251701	0.06451679078
938	0.03219925565	0.06436808416
939	0.03212909383	0.06418679509
940	0.03209307703	0.06412211019
941	0.03201576575	0.06393633961
942	0.03198304093	0.0638509895
943	0.03189077235	0.06360830469
944	0.03184763299	0.06352717121
945	0.03183008792	0.0634841065
946	0.03180545176	0.06340919542
947	0.03176921347	0.06336122876
948	0.03171089529	0.06322911304
949	0.03164715553	0.06312014595
950	0.03157655518	0.0630339688
951	0.03150893387	0.06293613571
952	0.03142971654	0.06277687641
953	0.03138851767	0.06266766193
954	0.0313271712	0.06255168725
955	0.03127859816	0.06242440004
956	0.03123788731	0.06236840547
957	0.03116582681	0.06217384065
958	0.03112671339	0.06206699428
959	0.03106276288	0.06194195099
960	0.03098431517	0.06170928283
961	0.03091801176	0.06151104245
962	0.03082253844	0.06135628539
963	0.03073823887	0.06123023457
964	0.03071175652	0.06118941576
965	0.03061709972	0.06106867092
966	0.03058443212	0.06102698339
967	0.03054976021	0.06089180714
968	0.03049040108	0.0607663763
969	0.03046181331	0.06072930832
970	0.03039680578	0.0605594599
971	0.03035837133	0.06038815331
972	0.03028719726	0.06016477214
973	0.0301793951	0.0599449381
974	0.03011194429	0.05983165629
975	0.02998723983	0.05949360488
976	0.02989155684	0.05933010212
977	0.02980891017	0.05914491463
978	0.02972254806	0.05900206704
979	0.02964521125	0.05887537993
980	0.02961152108	0.05881747552
981	0.02949723478	0.05858968797
982	0.0294556554	0.05847509793
983	0.0293577188	0.05830183968
984	0.02933359022	0.0581909823
985	0.02927692071	0.0580489453
986	0.02921724713	0.05790854326
987	0.02914564116	0.05780836373
988	0.02908464797	0.05763727419
989	0.02901609447	0.05753642658
990	0.02896286331	0.05742500967
991	0.02895728436	0.05733564447
992	0.02887823986	0.05719999231
993	0.02881059058	0.05709013249
994	0.02879007137	0.0570550595
995	0.02875920484	0.05701010661
996	0.02871448821	0.05683539312
997	0.02863172119	0.05672593738
998	0.0285994071	0.05662364189
999	0.02852523653	0.05646723232
